tenant_id,client_id,invoice_amount,days_to_due,client_late_ratio_90d,client_invoice_count_90d,business_late_ratio_30d,month,weekday,is_month_end,label_late
tenant-01,tenant-01-client-003,12597.07,20,0.112333,44,0.124559,1,3,0,0
tenant-01,tenant-01-client-010,12969.6,22,0.211137,11,0.167384,1,4,0,0
tenant-01,tenant-01-client-002,2609.53,28,0.493312,27,0.167384,1,4,0,0
tenant-01,tenant-01-client-018,2329.67,51,0.160905,7,0.167384,1,4,0,0
tenant-01,tenant-01-client-013,11454.22,36,0.283868,23,0.167384,1,4,0,1
tenant-01,tenant-01-client-018,12117.22,56,0.15337,18,0.109847,1,6,0,0
tenant-01,tenant-01-client-002,1720.94,23,0.440117,12,0.103115,1,0,0,1
tenant-01,tenant-01-client-039,6151.74,53,0.215552,21,0.103115,1,0,0,1
tenant-01,tenant-01-client-037,2758.29,9,0.348974,46,0.103115,1,0,0,0
tenant-01,tenant-01-client-044,10105.69,54,0.583562,48,0.103115,1,0,0,1
tenant-01,tenant-01-client-043,12900.3,46,0.475747,21,0.103115,1,0,0,0
tenant-01,tenant-01-client-027,4647.42,51,0.253023,19,0.100928,1,1,0,0
tenant-01,tenant-01-client-025,9521.17,18,0.448332,40,0.100928,1,1,0,0
tenant-01,tenant-01-client-020,4102.36,34,0.455002,38,0.100928,1,1,0,0
tenant-01,tenant-01-client-044,3086.18,37,0.463337,48,0.100928,1,1,0,0
tenant-01,tenant-01-client-041,8715.34,12,0.021146,49,0.100928,1,1,0,0
tenant-01,tenant-01-client-016,13777.03,46,0.157239,50,0.072443,1,2,0,0
tenant-01,tenant-01-client-013,10090.64,31,0.306539,32,0.072443,1,2,0,0
tenant-01,tenant-01-client-015,2561.31,51,0.392154,34,0.147842,1,3,0,0
tenant-01,tenant-01-client-030,9385.98,42,0.138412,39,0.115646,1,4,0,0
tenant-01,tenant-01-client-036,6309.28,17,0.283348,48,0.112674,1,5,0,0
tenant-01,tenant-01-client-041,3969.08,56,0.081081,34,0.112674,1,5,0,0
tenant-01,tenant-01-client-022,4557.57,41,0.174517,6,0.093449,1,6,0,0
tenant-01,tenant-01-client-027,4712.63,36,0.134907,27,0.076423,1,0,0,0
tenant-01,tenant-01-client-038,13251.34,8,0.510892,49,0.076423,1,0,0,0
tenant-01,tenant-01-client-027,7590.5,54,0.311932,35,0.145348,1,1,0,0
tenant-01,tenant-01-client-018,6169.4,8,0.149766,25,0.145348,1,1,0,0
tenant-01,tenant-01-client-011,11786.22,15,0.17452,40,0.145348,1,1,0,0
tenant-01,tenant-01-client-028,2003.51,36,0.121558,12,0.078395,1,2,1,1
tenant-01,tenant-01-client-025,3982.2,60,0.372292,27,0.10375,2,3,0,1
tenant-01,tenant-01-client-035,842.95,29,0.125435,15,0.10375,2,3,0,0
tenant-01,tenant-01-client-002,13300.61,19,0.449896,2,0.10375,2,3,0,0
tenant-01,tenant-01-client-014,6574.67,23,0.376545,50,0.126397,2,4,0,0
tenant-01,tenant-01-client-007,8152.14,26,0.365247,37,0.166472,2,6,0,1
tenant-01,tenant-01-client-041,3490.75,51,0.037157,50,0.0776,2,0,0,0
tenant-01,tenant-01-client-037,10982.98,29,0.347131,35,0.0776,2,0,0,0
tenant-01,tenant-01-client-027,11533.95,13,0.350553,28,0.071265,2,1,0,0
tenant-01,tenant-01-client-010,6164.56,53,0.208561,34,0.071265,2,1,0,0
tenant-01,tenant-01-client-035,10872.02,36,0.167576,28,0.071265,2,1,0,0
tenant-01,tenant-01-client-006,3991.52,35,0.480448,16,0.153073,2,2,0,0
tenant-01,tenant-01-client-022,518.36,27,0.258319,12,0.153073,2,2,0,1
tenant-01,tenant-01-client-018,7834.38,40,0.089642,13,0.158032,2,3,0,0
tenant-01,tenant-01-client-016,9705.66,48,0.257557,46,0.158032,2,3,0,1
tenant-01,tenant-01-client-015,5733.09,22,0.440013,20,0.158032,2,3,0,0
tenant-01,tenant-01-client-036,4711.38,51,0.141609,30,0.11255,2,4,0,1
tenant-01,tenant-01-client-013,4499.81,54,0.438833,35,0.11255,2,4,0,1
tenant-01,tenant-01-client-031,3957.81,44,0.077638,49,0.11255,2,4,0,1
tenant-01,tenant-01-client-024,2610.65,7,0.165849,46,0.099625,2,5,0,0
tenant-01,tenant-01-client-009,8973.63,55,0.0,32,0.099214,2,6,0,0
tenant-01,tenant-01-client-031,6233.71,18,0.01232,4,0.099214,2,6,0,1
tenant-01,tenant-01-client-005,8129.05,50,0.017662,4,0.110071,2,0,0,0
tenant-01,tenant-01-client-008,7866.05,33,0.368317,39,0.169392,2,1,0,0
tenant-01,tenant-01-client-029,4247.26,44,0.175269,28,0.115051,2,2,0,0
tenant-01,tenant-01-client-007,13272.55,20,0.253329,41,0.115051,2,2,0,1
tenant-01,tenant-01-client-012,7781.65,17,0.329054,1,0.115051,2,2,0,0
tenant-01,tenant-01-client-003,3332.89,52,0.221163,19,0.115051,2,2,0,0
tenant-01,tenant-01-client-041,8306.28,58,0.066811,13,0.148783,2,3,0,0
tenant-01,tenant-01-client-018,11593.64,11,0.108917,4,0.148783,2,3,0,0
tenant-01,tenant-01-client-037,12906.15,35,0.356807,8,0.148783,2,3,0,0
tenant-01,tenant-01-client-032,6196.09,45,0.373174,3,0.120047,2,4,0,0
tenant-01,tenant-01-client-002,1387.62,50,0.441685,37,0.120047,2,4,0,0
tenant-01,tenant-01-client-018,8118.31,55,0.111141,49,0.120047,2,4,0,0
tenant-01,tenant-01-client-038,6170.08,59,0.605299,32,0.088149,2,5,0,1
tenant-01,tenant-01-client-011,4697.67,51,0.115503,32,0.137013,2,6,0,0
tenant-01,tenant-01-client-006,4485.5,27,0.533178,8,0.07367,2,0,0,0
tenant-01,tenant-01-client-001,9248.33,41,0.084845,30,0.07367,2,0,0,0
tenant-01,tenant-01-client-032,8800.67,55,0.208566,4,0.07367,2,0,0,0
tenant-01,tenant-01-client-029,12346.15,38,0.108907,8,0.07367,2,0,0,0
tenant-01,tenant-01-client-011,4433.21,7,0.144248,36,0.07367,2,0,0,0
tenant-01,tenant-01-client-008,9110.21,16,0.449083,32,0.116145,2,1,0,0
tenant-01,tenant-01-client-031,3502.98,42,0.043786,10,0.153472,2,2,0,0
tenant-01,tenant-01-client-009,12112.69,24,0.135493,50,0.153472,2,2,0,0
tenant-01,tenant-01-client-033,3828.36,7,0.166665,19,0.153472,2,2,0,0
tenant-01,tenant-01-client-043,6916.21,16,0.445794,29,0.153472,2,2,0,0
tenant-01,tenant-01-client-021,12190.07,51,0.147061,16,0.107721,2,3,0,0
tenant-01,tenant-01-client-003,4536.29,37,0.271669,46,0.107721,2,3,0,0
tenant-01,tenant-01-client-042,13733.76,38,0.290931,3,0.107721,2,3,0,1
tenant-01,tenant-01-client-007,12253.76,35,0.328912,7,0.107721,2,3,0,0
tenant-01,tenant-01-client-027,12208.55,16,0.232641,5,0.107721,2,3,0,1
tenant-01,tenant-01-client-022,11950.5,41,0.370301,25,0.134984,2,4,0,0
tenant-01,tenant-01-client-032,12228.68,9,0.176133,40,0.134984,2,4,0,0
tenant-01,tenant-01-client-015,10485.12,34,0.463151,7,0.134984,2,4,0,1
tenant-01,tenant-01-client-011,9752.74,8,0.12418,3,0.134984,2,4,0,0
tenant-01,tenant-01-client-034,5839.28,50,0.431944,12,0.084557,2,5,0,0
tenant-01,tenant-01-client-040,9601.91,38,0.060493,38,0.084557,2,5,0,0
tenant-01,tenant-01-client-030,12628.79,50,0.100175,35,0.136684,2,6,0,0
tenant-01,tenant-01-client-028,9701.55,36,0.157302,20,0.099915,2,0,0,0
tenant-01,tenant-01-client-016,5413.34,29,0.210769,37,0.099915,2,0,0,1
tenant-01,tenant-01-client-043,5613.78,7,0.52415,37,0.099915,2,0,0,0
tenant-01,tenant-01-client-039,10462.99,60,0.296995,19,0.099915,2,0,0,0
tenant-01,tenant-01-client-015,8956.26,46,0.443326,17,0.099915,2,0,0,0
tenant-01,tenant-01-client-041,9091.21,26,0.0,29,0.132825,2,1,0,1
tenant-01,tenant-01-client-019,4654.86,33,0.412841,12,0.132825,2,1,0,0
tenant-01,tenant-01-client-018,11646.96,23,0.301268,31,0.123085,2,2,0,0
tenant-01,tenant-01-client-008,6620.44,11,0.406243,10,0.123085,2,2,0,0
tenant-01,tenant-01-client-044,13721.6,58,0.510397,36,0.123085,2,2,0,1
tenant-01,tenant-01-client-024,9458.86,50,0.177951,17,0.082359,2,3,1,0
tenant-01,tenant-01-client-007,9486.73,37,0.351375,2,0.082359,2,3,1,1
tenant-01,tenant-01-client-040,3192.58,11,0.22387,41,0.082359,2,3,1,1
tenant-01,tenant-01-client-027,1739.46,9,0.193011,3,0.082359,2,3,1,1
tenant-01,tenant-01-client-035,2003.02,36,0.130317,24,0.082359,2,3,1,0
tenant-01,tenant-01-client-010,12409.54,48,0.176934,7,0.128734,3,4,0,0
tenant-01,tenant-01-client-018,574.1,30,0.175507,14,0.128734,3,4,0,0
tenant-01,tenant-01-client-007,13735.28,30,0.41909,35,0.128734,3,4,0,1
tenant-01,tenant-01-client-018,2754.54,14,0.091097,30,0.128734,3,4,0,0
tenant-01,tenant-01-client-009,11043.26,20,0.145048,5,0.094357,3,0,0,0
tenant-01,tenant-01-client-015,4680.41,16,0.281343,39,0.094357,3,0,0,1
tenant-01,tenant-01-client-009,7618.19,58,0.0,12,0.094357,3,0,0,1
tenant-01,tenant-01-client-016,8293.28,8,0.203448,12,0.148998,3,1,0,0
tenant-01,tenant-01-client-008,10469.83,37,0.41197,29,0.148998,3,1,0,1
tenant-01,tenant-01-client-033,3195.11,46,0.166951,3,0.148998,3,1,0,0
tenant-01,tenant-01-client-002,964.26,37,0.403081,26,0.115804,3,2,0,0
tenant-01,tenant-01-client-029,1140.05,12,0.247969,21,0.115804,3,2,0,0
tenant-01,tenant-01-client-041,8244.86,52,0.056195,21,0.115804,3,2,0,0
tenant-01,tenant-01-client-007,11128.17,14,0.358903,42,0.130543,3,3,0,0
tenant-01,tenant-01-client-014,6089.37,21,0.369353,27,0.130543,3,3,0,0
tenant-01,tenant-01-client-007,4458.17,27,0.263857,43,0.130543,3,3,0,0
tenant-01,tenant-01-client-031,1051.81,60,0.0,6,0.130543,3,3,0,0
tenant-01,tenant-01-client-009,7842.43,44,0.080695,36,0.130543,3,3,0,0
tenant-01,tenant-01-client-043,13182.88,34,0.328881,47,0.130543,3,3,0,1
tenant-01,tenant-01-client-014,2267.65,37,0.491356,15,0.127792,3,4,0,0
tenant-01,tenant-01-client-028,11850.75,56,0.256747,40,0.12741,3,6,0,1
tenant-01,tenant-01-client-018,9873.46,26,0.153341,22,0.072895,3,0,0,1
tenant-01,tenant-01-client-043,5682.89,16,0.468495,48,0.072895,3,0,0,0
tenant-01,tenant-01-client-014,5341.58,36,0.325788,22,0.072895,3,0,0,1
tenant-01,tenant-01-client-004,2279.45,55,0.011712,40,0.129622,3,1,0,0
tenant-01,tenant-01-client-028,6860.98,35,0.17505,27,0.129622,3,1,0,1
tenant-01,tenant-01-client-028,1659.15,50,0.251842,44,0.129622,3,1,0,0
tenant-01,tenant-01-client-015,5606.26,45,0.282507,4,0.129622,3,1,0,1
tenant-01,tenant-01-client-009,10726.55,25,0.0,21,0.129622,3,1,0,0
tenant-01,tenant-01-client-009,5397.28,52,0.065954,15,0.129622,3,1,0,0
tenant-01,tenant-01-client-003,6174.73,36,0.259352,5,0.109707,3,2,0,0
tenant-01,tenant-01-client-026,409.49,27,0.173422,11,0.098952,3,3,0,0
tenant-01,tenant-01-client-024,1343.24,13,0.142219,16,0.098952,3,3,0,1
tenant-01,tenant-01-client-020,10471.77,21,0.496392,22,0.098952,3,3,0,0
tenant-01,tenant-01-client-034,7198.13,56,0.475412,23,0.098952,3,3,0,0
tenant-01,tenant-01-client-010,3672.84,18,0.013536,39,0.093627,3,4,0,1
tenant-01,tenant-01-client-041,6978.34,55,0.147148,37,0.093627,3,4,0,0
tenant-01,tenant-01-client-040,4606.13,47,0.062374,21,0.134299,3,5,0,0
tenant-01,tenant-01-client-020,11173.06,44,0.39387,4,0.134299,3,5,0,0
tenant-01,tenant-01-client-003,909.63,60,0.070861,19,0.134299,3,5,0,0
tenant-01,tenant-01-client-025,6542.44,42,0.526757,48,0.129408,3,6,0,0
tenant-01,tenant-01-client-042,2732.76,45,0.38096,31,0.129408,3,6,0,0
tenant-01,tenant-01-client-022,13755.51,12,0.296378,33,0.129408,3,6,0,0
tenant-01,tenant-01-client-040,2323.4,30,0.119124,19,0.122407,3,0,0,0
tenant-01,tenant-01-client-004,11074.47,48,0.015588,22,0.122407,3,0,0,0
tenant-01,tenant-01-client-019,3617.7,49,0.574237,39,0.122407,3,0,0,0
tenant-01,tenant-01-client-010,12844.44,26,0.144483,42,0.122407,3,0,0,0
tenant-01,tenant-01-client-025,9051.69,28,0.472575,9,0.100958,3,1,0,0
tenant-01,tenant-01-client-043,5996.88,30,0.403558,2,0.079345,3,2,0,1
tenant-01,tenant-01-client-032,2785.03,15,0.178232,10,0.079345,3,2,0,1
tenant-01,tenant-01-client-035,11711.46,40,0.128263,3,0.079345,3,2,0,0
tenant-01,tenant-01-client-039,5348.87,17,0.31034,12,0.079345,3,2,0,0
tenant-01,tenant-01-client-011,10130.02,9,0.133762,27,0.079345,3,2,0,0
tenant-01,tenant-01-client-040,4074.8,54,0.082305,29,0.079345,3,2,0,0
tenant-01,tenant-01-client-013,5225.63,43,0.321426,29,0.160397,3,3,0,0
tenant-01,tenant-01-client-034,5931.01,17,0.58345,13,0.160397,3,3,0,1
tenant-01,tenant-01-client-042,6790.6,30,0.484862,36,0.160397,3,3,0,1
tenant-01,tenant-01-client-008,4076.67,55,0.290716,11,0.160397,3,3,0,1
tenant-01,tenant-01-client-015,11455.84,29,0.380238,2,0.079171,3,4,0,1
tenant-01,tenant-01-client-025,13924.01,30,0.318512,15,0.079171,3,4,0,0
tenant-01,tenant-01-client-042,4773.83,16,0.269824,9,0.079171,3,4,0,0
tenant-01,tenant-01-client-009,10652.72,37,0.093575,29,0.079171,3,4,0,1
tenant-01,tenant-01-client-036,13170.34,45,0.17817,34,0.153496,3,5,0,1
tenant-01,tenant-01-client-041,11139.32,36,0.0,5,0.093844,3,0,0,0
tenant-01,tenant-01-client-037,3478.1,16,0.347337,19,0.133195,3,1,0,1
tenant-01,tenant-01-client-043,1308.32,30,0.545351,5,0.088731,3,2,0,0
tenant-01,tenant-01-client-033,7811.63,31,0.002861,31,0.088731,3,2,0,0
tenant-01,tenant-01-client-002,5076.46,11,0.358645,23,0.088731,3,2,0,1
tenant-01,tenant-01-client-038,10324.4,28,0.383366,9,0.088731,3,2,0,0
tenant-01,tenant-01-client-044,6568.97,51,0.574227,31,0.153038,3,3,0,1
tenant-01,tenant-01-client-030,633.34,19,0.252127,3,0.153038,3,3,0,1
tenant-01,tenant-01-client-035,6690.79,9,0.124656,49,0.121538,3,4,0,0
tenant-01,tenant-01-client-004,12137.28,28,0.029643,18,0.121538,3,4,0,0
tenant-01,tenant-01-client-029,12537.57,31,0.335672,22,0.121538,3,4,0,0
tenant-01,tenant-01-client-006,10211.89,12,0.444923,28,0.096672,3,5,0,1
tenant-01,tenant-01-client-021,1544.06,27,0.080783,43,0.096672,3,5,0,0
tenant-01,tenant-01-client-011,9693.94,29,0.056496,29,0.096672,3,5,0,0
tenant-01,tenant-01-client-004,1161.57,47,0.086964,26,0.097456,3,6,1,0
tenant-01,tenant-01-client-002,2101.78,45,0.48829,44,0.097456,3,6,1,1
tenant-01,tenant-01-client-037,569.51,16,0.352301,44,0.106215,4,0,0,0
tenant-01,tenant-01-client-005,8086.03,40,0.076776,24,0.106215,4,0,0,0
tenant-01,tenant-01-client-008,479.68,18,0.349505,32,0.106215,4,0,0,1
tenant-01,tenant-01-client-014,13949.55,25,0.507965,45,0.140404,4,1,0,1
tenant-01,tenant-01-client-005,6394.35,52,0.220591,29,0.140404,4,1,0,0
tenant-01,tenant-01-client-021,9389.62,52,0.141829,5,0.140404,4,1,0,0
tenant-01,tenant-01-client-041,2536.38,30,0.018596,33,0.141181,4,2,0,0
tenant-01,tenant-01-client-016,11090.38,8,0.272725,24,0.141181,4,2,0,0
tenant-01,tenant-01-client-006,1032.58,32,0.472863,46,0.082977,4,3,0,0
tenant-01,tenant-01-client-037,1143.66,27,0.26212,42,0.082977,4,3,0,0
tenant-01,tenant-01-client-009,12306.09,56,0.099442,36,0.082977,4,3,0,0
tenant-01,tenant-01-client-028,7099.75,10,0.233834,8,0.082977,4,3,0,1
tenant-01,tenant-01-client-015,4922.8,40,0.483687,19,0.082977,4,3,0,0
tenant-01,tenant-01-client-041,4323.21,41,0.085395,6,0.097445,4,4,0,0
tenant-01,tenant-01-client-010,2496.26,46,0.193328,47,0.097445,4,4,0,0
tenant-01,tenant-01-client-003,11574.28,8,0.063357,6,0.097445,4,4,0,0
tenant-01,tenant-01-client-042,3046.02,43,0.408978,27,0.097445,4,4,0,0
tenant-01,tenant-01-client-035,4140.64,26,0.028171,31,0.097445,4,4,0,0
tenant-01,tenant-01-client-004,2314.16,33,0.111235,31,0.077297,4,5,0,1
tenant-01,tenant-01-client-021,10310.69,29,0.041214,26,0.077297,4,5,0,0
tenant-01,tenant-01-client-008,3832.51,22,0.248481,10,0.094174,4,6,0,0
tenant-01,tenant-01-client-011,11411.07,43,0.121382,47,0.111813,4,0,0,0
tenant-01,tenant-01-client-033,6599.39,26,0.0,32,0.111813,4,0,0,0
tenant-01,tenant-01-client-016,3106.2,29,0.15189,4,0.111813,4,0,0,0
tenant-01,tenant-01-client-042,9454.59,25,0.262594,35,0.111813,4,0,0,1
tenant-01,tenant-01-client-017,10217.81,55,0.242429,26,0.111813,4,0,0,0
tenant-01,tenant-01-client-019,1140.62,39,0.548107,29,0.106252,4,1,0,0
tenant-01,tenant-01-client-044,8601.28,15,0.517148,7,0.106252,4,1,0,1
tenant-01,tenant-01-client-013,8482.19,32,0.220284,33,0.145497,4,2,0,0
tenant-01,tenant-01-client-031,7328.34,16,0.166077,39,0.145497,4,2,0,0
tenant-01,tenant-01-client-021,2375.53,46,0.212054,48,0.145497,4,2,0,0
tenant-01,tenant-01-client-037,4281.09,59,0.332726,2,0.123234,4,3,0,0
tenant-01,tenant-01-client-038,4390.57,53,0.523748,45,0.123234,4,3,0,1
tenant-01,tenant-01-client-042,10986.71,56,0.399264,38,0.123234,4,3,0,0
tenant-01,tenant-01-client-011,7396.34,53,0.232236,40,0.123234,4,3,0,0
tenant-01,tenant-01-client-016,558.2,51,0.185548,8,0.123234,4,3,0,0
tenant-01,tenant-01-client-027,7085.25,46,0.32944,31,0.13905,4,4,0,1
tenant-01,tenant-01-client-009,7319.32,42,0.185441,21,0.13905,4,4,0,0
tenant-01,tenant-01-client-012,6500.13,41,0.362115,22,0.13905,4,4,0,0
tenant-01,tenant-01-client-044,9049.13,51,0.569029,17,0.13905,4,4,0,1
tenant-01,tenant-01-client-020,10823.9,52,0.475061,14,0.09985,4,5,0,0
tenant-01,tenant-01-client-036,13079.76,57,0.142219,47,0.09985,4,5,0,0
tenant-01,tenant-01-client-026,11479.08,56,0.050814,10,0.159576,4,6,0,0
tenant-01,tenant-01-client-023,12945.25,48,0.248297,17,0.159576,4,6,0,0
tenant-01,tenant-01-client-018,2025.35,46,0.209935,48,0.163302,4,0,0,0
tenant-01,tenant-01-client-034,3252.32,21,0.415195,4,0.163302,4,0,0,0
tenant-01,tenant-01-client-044,10818.23,7,0.657309,36,0.163302,4,0,0,0
tenant-01,tenant-01-client-013,10612.05,25,0.279122,21,0.117745,4,1,0,0
tenant-01,tenant-01-client-042,8088.97,41,0.43418,48,0.117745,4,1,0,0
tenant-01,tenant-01-client-012,5920.24,60,0.455151,12,0.117745,4,1,0,0
tenant-01,tenant-01-client-032,2706.01,54,0.370131,19,0.117745,4,1,0,0
tenant-01,tenant-01-client-022,4069.72,48,0.267144,35,0.162845,4,2,0,1
tenant-01,tenant-01-client-013,11346.34,28,0.386091,11,0.116802,4,3,0,0
tenant-01,tenant-01-client-001,10344.26,57,0.121933,19,0.116802,4,3,0,1
tenant-01,tenant-01-client-041,12570.95,59,0.088445,28,0.116802,4,3,0,0
tenant-01,tenant-01-client-012,13745.79,37,0.455607,21,0.116802,4,3,0,0
tenant-01,tenant-01-client-029,10582.14,28,0.241768,20,0.116802,4,3,0,1
tenant-01,tenant-01-client-004,9388.87,36,0.038101,20,0.139277,4,4,0,0
tenant-01,tenant-01-client-020,9701.23,47,0.397614,19,0.139277,4,4,0,0
tenant-01,tenant-01-client-031,2246.22,54,0.041395,39,0.139277,4,4,0,0
tenant-01,tenant-01-client-014,10694.61,50,0.431005,49,0.150199,4,5,0,0
tenant-01,tenant-01-client-034,9888.27,11,0.418078,37,0.150199,4,5,0,0
tenant-01,tenant-01-client-010,2403.78,40,0.004745,29,0.12727,4,6,0,0
tenant-01,tenant-01-client-029,11344.65,36,0.225157,9,0.159889,4,0,0,1
tenant-01,tenant-01-client-020,10159.13,32,0.505352,17,0.137277,4,1,0,0
tenant-01,tenant-01-client-003,6000.92,51,0.182325,5,0.137277,4,1,0,0
tenant-01,tenant-01-client-031,560.48,33,0.136279,12,0.137277,4,1,0,0
tenant-01,tenant-01-client-042,13497.3,30,0.368281,25,0.137277,4,1,0,1
tenant-01,tenant-01-client-043,12258.81,15,0.523003,42,0.138273,4,2,0,0
tenant-01,tenant-01-client-015,11707.32,55,0.5155,2,0.122884,4,3,0,0
tenant-01,tenant-01-client-028,7503.24,59,0.168893,15,0.122884,4,3,0,0
tenant-01,tenant-01-client-008,567.18,49,0.372828,27,0.122884,4,3,0,0
tenant-01,tenant-01-client-016,2980.41,13,0.147818,39,0.122884,4,3,0,0
tenant-01,tenant-01-client-003,5703.44,21,0.104591,35,0.094473,4,4,0,1
tenant-01,tenant-01-client-015,11443.11,53,0.357199,37,0.169348,4,5,0,0
tenant-01,tenant-01-client-021,3408.23,16,0.13493,43,0.169348,4,5,0,0
tenant-01,tenant-01-client-012,8808.78,34,0.349958,36,0.164852,4,6,0,0
tenant-01,tenant-01-client-043,5410.43,40,0.483648,21,0.164852,4,6,0,1
tenant-01,tenant-01-client-031,3464.64,21,0.157535,20,0.145442,4,0,0,0
tenant-01,tenant-01-client-004,7925.92,33,0.126967,36,0.145442,4,0,0,0
tenant-01,tenant-01-client-029,11878.21,12,0.275878,35,0.134671,4,1,1,1
tenant-01,tenant-01-client-044,8516.98,9,0.46777,5,0.134671,4,1,1,0
tenant-01,tenant-01-client-036,3132.19,20,0.149354,22,0.134671,4,1,1,1
tenant-01,tenant-01-client-008,10486.68,55,0.444712,31,0.166208,5,2,0,0
tenant-01,tenant-01-client-026,12821.96,42,0.167228,21,0.166208,5,2,0,0
tenant-01,tenant-01-client-024,7237.89,38,0.061323,30,0.100842,5,3,0,0
tenant-01,tenant-01-client-021,12810.91,30,0.109173,21,0.100842,5,3,0,1
tenant-01,tenant-01-client-010,345.13,42,0.115842,38,0.100842,5,3,0,1
tenant-01,tenant-01-client-037,11687.07,38,0.401426,36,0.093002,5,4,0,1
tenant-01,tenant-01-client-032,13535.13,48,0.277455,48,0.093002,5,4,0,0
tenant-01,tenant-01-client-011,2062.62,41,0.090502,32,0.093002,5,4,0,0
tenant-01,tenant-01-client-005,13239.21,49,0.164689,4,0.073382,5,6,0,0
tenant-01,tenant-01-client-015,1063.4,16,0.333155,1,0.073382,5,6,0,1
tenant-01,tenant-01-client-043,6891.42,7,0.448929,35,0.161275,5,0,0,0
tenant-01,tenant-01-client-018,7556.04,25,0.189627,2,0.161275,5,0,0,0
tenant-01,tenant-01-client-012,1605.39,13,0.266745,34,0.161275,5,0,0,0
tenant-01,tenant-01-client-023,3830.47,32,0.158468,6,0.161275,5,0,0,0
tenant-01,tenant-01-client-015,4283.65,59,0.437559,6,0.161275,5,0,0,0
tenant-01,tenant-01-client-025,7791.5,10,0.314015,41,0.110528,5,1,0,0
tenant-01,tenant-01-client-022,7974.09,13,0.361904,34,0.134491,5,2,0,0
tenant-01,tenant-01-client-037,6719.94,9,0.408583,5,0.134491,5,2,0,0
tenant-01,tenant-01-client-043,576.68,27,0.547287,2,0.134491,5,2,0,0
tenant-01,tenant-01-client-026,13012.78,26,0.116455,11,0.134491,5,2,0,0
